antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
Air_Severity_Air_Medium,Soil_Severity_Soil_Low,0.455,0.67,0.31,0.6813186813186813,1.016893554206987,1.0,0.005149999999999988,1.0355172413793103,0.03048239124001177,0.3803680981595092,0.03429903429903425,0.5720026242414302
Soil_Severity_Soil_Low,Air_Severity_Air_Medium,0.67,0.455,0.31,0.46268656716417905,1.0168935542069868,1.0,0.005149999999999988,1.0143055555555553,0.050342130987292164,0.3803680981595092,0.0141037929617964,0.5720026242414302
Energy_Recovery_Level_Low_Recovery,Air_Severity_Air_Medium,0.335,0.455,0.155,0.46268656716417905,1.0168935542069868,1.0,0.002574999999999994,1.0143055555555553,0.024981809362114905,0.24409448818897636,0.0141037929617964,0.40167295391175983
Energy_Recovery_Level_Medium_Recovery,Overall_Severity_Overall_Medium,0.33,0.79,0.265,0.803030303030303,1.016494054468738,1.0,0.0042999999999999705,1.0661538461538458,0.02421852999155151,0.30994152046783624,0.062049062049061667,0.5692366705024933
"Air_Severity_Air_High, Energy_Recovery_Level_Medium_Recovery",Soil_Severity_Soil_Low,0.125,0.67,0.085,0.68,1.0149253731343284,1.0,0.0012500000000000011,1.03125,0.016806722689075643,0.11971830985915492,0.030303030303030335,0.40343283582089556
"Energy_Recovery_Level_Medium_Recovery, Energy_Consumption_Level_High_Consumption",Soil_Severity_Soil_Low,0.125,0.67,0.085,0.68,1.0149253731343284,1.0,0.0012500000000000011,1.03125,0.016806722689075643,0.11971830985915492,0.030303030303030335,0.40343283582089556
"Air_Severity_Air_High, Overall_Severity_Overall_Medium, Energy_Recovery_Level_Medium_Recovery",Soil_Severity_Soil_Low,0.125,0.67,0.085,0.68,1.0149253731343284,1.0,0.0012500000000000011,1.03125,0.016806722689075643,0.11971830985915492,0.030303030303030335,0.40343283582089556
"Water_Severity_Water_Medium, Energy_Recovery_Level_Low_Recovery, Soil_Severity_Soil_Low",Air_Severity_Air_Medium,0.13,0.455,0.06,0.4615384615384615,1.0143702451394758,1.0,0.0008499999999999966,1.0121428571428568,0.016283524904214496,0.1142857142857143,0.011997177134791731,0.2967032967032967
Water_Severity_Water_Low,Soil_Severity_Soil_Low,0.405,0.67,0.275,0.6790123456790124,1.0134512622074812,1.0,0.0036499999999999866,1.028076923076923,0.022307104660045755,0.34374999999999994,0.027310138421249467,0.5447300534365211
Soil_Severity_Soil_Low,Water_Severity_Water_Low,0.67,0.405,0.275,0.41044776119402987,1.0134512622074812,1.0,0.0036499999999999866,1.0092405063291139,0.040220385674930983,0.34374999999999994,0.009155901166436711,0.5447300534365211
"Air_Severity_Air_Medium, Energy_Consumption_Level_Low_Consumption",Soil_Severity_Soil_Low,0.14,0.67,0.095,0.6785714285714285,1.0127931769722813,1.0,0.0011999999999999927,1.0266666666666664,0.014687882496939936,0.13286713286713286,0.025974025974025615,0.41018123667377393
"Water_Severity_Water_Low, Energy_Consumption_Level_Low_Consumption","Air_Severity_Air_High, Overall_Severity_Overall_Medium",0.15,0.395,0.06,0.4,1.0126582278481013,1.0,0.0007500000000000007,1.0083333333333333,0.01470588235294119,0.12371134020618556,0.008264462809917363,0.2759493670886076
"Air_Severity_Air_Medium, Energy_Recovery_Level_Medium_Recovery","Water_Severity_Water_Medium, Soil_Severity_Soil_Low",0.15,0.395,0.06,0.4,1.0126582278481013,1.0,0.0007500000000000007,1.0083333333333333,0.01470588235294119,0.12371134020618556,0.008264462809917363,0.2759493670886076
"Water_Severity_Water_Medium, Energy_Recovery_Level_Medium_Recovery, Soil_Severity_Soil_Low","Air_Severity_Air_High, Overall_Severity_Overall_Medium",0.15,0.395,0.06,0.4,1.0126582278481013,1.0,0.0007500000000000007,1.0083333333333333,0.01470588235294119,0.12371134020618556,0.008264462809917363,0.2759493670886076
"Water_Severity_Water_Medium, Soil_Severity_Soil_Low",Air_Severity_Air_High,0.395,0.4,0.16,0.4050632911392405,1.0126582278481011,1.0,0.001999999999999974,1.0085106382978721,0.020661157024793122,0.25196850393700787,0.008438818565400796,0.40253164556962023
"Overall_Severity_Overall_Medium, Energy_Recovery_Level_High_Recovery, Water_Severity_Water_Medium",Soil_Severity_Soil_Low,0.155,0.67,0.105,0.6774193548387096,1.0110736639383726,1.0,0.0011499999999999844,1.0229999999999997,0.012961397576782016,0.14583333333333331,0.022482893450635127,0.4170678863745787
Energy_Consumption_Level_Medium_Consumption,"Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",0.33,0.54,0.18,0.5454545454545454,1.01010101010101,1.0,0.0017999999999999683,1.0119999999999998,0.014925373134328098,0.26086956521739124,0.011857707509881259,0.43939393939393934
Air_Severity_Air_High,Water_Severity_Water_Medium,0.4,0.595,0.24,0.6,1.0084033613445378,1.0,0.0020000000000000018,1.0125,0.013888888888888902,0.31788079470198677,0.012345679012345689,0.5016806722689076
"Air_Severity_Air_High, Energy_Consumption_Level_Medium_Consumption",Water_Severity_Water_Medium,0.15,0.595,0.09,0.6,1.0084033613445378,1.0,0.0007500000000000007,1.0125,0.00980392156862746,0.13740458015267173,0.012345679012345689,0.37563025210084033
"Air_Severity_Air_High, Overall_Severity_Overall_Medium, Energy_Consumption_Level_Low_Consumption",Water_Severity_Water_Medium,0.15,0.595,0.09,0.6,1.0084033613445378,1.0,0.0007500000000000007,1.0125,0.00980392156862746,0.13740458015267173,0.012345679012345689,0.37563025210084033
"Air_Severity_Air_High, Overall_Severity_Overall_Medium, Energy_Consumption_Level_Medium_Consumption",Water_Severity_Water_Medium,0.15,0.595,0.09,0.6,1.0084033613445378,1.0,0.0007500000000000007,1.0125,0.00980392156862746,0.13740458015267173,0.012345679012345689,0.37563025210084033
"Energy_Recovery_Level_High_Recovery, Soil_Severity_Soil_Low, Energy_Consumption_Level_Low_Consumption",Water_Severity_Water_Medium,0.1,0.595,0.06,0.6,1.0084033613445378,1.0,0.0005000000000000004,1.0125,0.009259259259259267,0.09448818897637795,0.012345679012345689,0.35042016806722687
Water_Severity_Water_Medium,Air_Severity_Air_High,0.595,0.4,0.24,0.40336134453781514,1.0084033613445378,1.0,0.0020000000000000018,1.0056338028169014,0.020576131687242816,0.31788079470198677,0.0056022408963585235,0.5016806722689076
Energy_Recovery_Level_Low_Recovery,Air_Severity_Air_High,0.335,0.4,0.135,0.40298507462686567,1.007462686567164,1.0,0.0010000000000000009,1.0050000000000001,0.01113895850737957,0.22499999999999998,0.004975124378109412,0.3702425373134328
"Water_Severity_Water_Medium, Energy_Consumption_Level_Low_Consumption, Soil_Severity_Soil_Low",Air_Severity_Air_Medium,0.12,0.455,0.055,0.45833333333333337,1.0073260073260073,1.0,0.0003999999999999976,1.0061538461538462,0.008264462809917305,0.10576923076923078,0.006116207951070376,0.28960622710622713
"Air_Severity_Air_High, Energy_Recovery_Level_Low_Recovery",Water_Severity_Water_Low,0.135,0.405,0.055,0.4074074074074074,1.005944215820759,1.0,0.00032499999999999196,1.0040625,0.0068313189700471245,0.11340206185567009,0.004046062869592199,0.2716049382716049
"Overall_Severity_Overall_Medium, Energy_Consumption_Level_Low_Consumption, Water_Severity_Water_Medium",Air_Severity_Air_Medium,0.175,0.455,0.08,0.4571428571428572,1.0047095761381477,1.0,0.00037500000000000033,1.0039473684210525,0.005681818181818186,0.14545454545454545,0.0039318479685452636,0.31648351648351647
Water_Severity_Water_Low,Air_Severity_Air_Medium,0.405,0.455,0.185,0.4567901234567901,1.0039343372676706,1.0,0.0007249999999999757,1.0032954545454544,0.006586418351124013,0.274074074074074,0.0032846301959451062,0.4316917650250983
Air_Severity_Air_Medium,Water_Severity_Water_Low,0.455,0.405,0.185,0.4065934065934066,1.0039343372676706,1.0,0.0007249999999999757,1.0026851851851852,0.007190676915447318,0.274074074074074,0.0026779942746328832,0.4316917650250983
"Energy_Recovery_Level_High_Recovery, Energy_Consumption_Level_Low_Consumption",Overall_Severity_Overall_Medium,0.145,0.79,0.115,0.7931034482758622,1.003928415539066,1.0,0.00045000000000000595,1.0150000000000006,0.0045766590389016626,0.14024390243902438,0.014778325123153217,0.4693365342645134
Energy_Recovery_Level_High_Recovery,Soil_Severity_Soil_Low,0.335,0.67,0.225,0.6716417910447761,1.002450434395188,1.0,0.0005499999999999672,1.0049999999999997,0.0036758563074350352,0.28846153846153844,0.004975124378109152,0.503731343283582
Energy_Recovery_Level_High_Recovery,Overall_Severity_Overall_Medium,0.335,0.79,0.265,0.7910447761194029,1.0013225014169658,1.0,0.00034999999999996145,1.0049999999999997,0.0019860973187684006,0.308139534883721,0.004975124378109055,0.5632439070470432
"Air_Severity_Air_Medium, Energy_Consumption_Level_High_Consumption",Water_Severity_Water_Low,0.185,0.405,0.075,0.4054054054054054,1.0010010010010009,1.0,7.499999999999174e-05,1.000681818181818,0.0012269938650305398,0.145631067961165,0.0006813536225299929,0.2952952952952953
"Water_Severity_Water_Medium, Energy_Recovery_Level_Medium_Recovery, Soil_Severity_Soil_Low",Air_Severity_Air_High,0.15,0.4,0.06,0.4,1.0,1.0,0.0,1.0,0.0,0.12244897959183672,0.0,0.275
"Overall_Severity_Overall_Medium, Energy_Consumption_Level_High_Consumption, Soil_Severity_Soil_Low",Air_Severity_Air_High,0.15,0.4,0.06,0.4,1.0,1.0,0.0,1.0,0.0,0.12244897959183672,0.0,0.275
"Air_Severity_Air_Medium, Energy_Consumption_Level_High_Consumption",Water_Severity_Water_Medium,0.185,0.595,0.11,0.5945945945945946,0.99931864637747,1.0,-7.499999999999174e-05,0.9990000000000001,-0.0008358874338254861,0.16417910447761194,-0.0010010010010008535,0.3897342720872133
Energy_Recovery_Level_Medium_Recovery,Air_Severity_Air_Medium,0.33,0.455,0.15,0.45454545454545453,0.9990009990009989,1.0,-0.00015000000000001124,0.9991666666666666,-0.0014903129657229132,0.23622047244094488,-0.0008340283569641932,0.3921078921078921
"Energy_Recovery_Level_High_Recovery, Water_Severity_Water_Medium",Air_Severity_Air_Medium,0.165,0.455,0.075,0.45454545454545453,0.9990009990009989,1.0,-7.500000000000562e-05,0.9991666666666666,-0.0011961722488039173,0.13761467889908255,-0.0008340283569641932,0.3096903096903097
Air_Severity_Air_Medium,Water_Severity_Water_Medium,0.455,0.595,0.27,0.5934065934065934,0.9973220057253671,1.0,-0.0007249999999999757,0.9960810810810812,-0.004902789518173969,0.34615384615384615,-0.003934337267670532,0.5235940530058177
Water_Severity_Water_Medium,Air_Severity_Air_Medium,0.595,0.455,0.27,0.45378151260504207,0.9973220057253671,1.0,-0.0007249999999999757,0.9977692307692307,-0.006586418351124013,0.34615384615384615,-0.0022357566879962305,0.5235940530058177
"Air_Severity_Air_High, Energy_Recovery_Level_Low_Recovery",Water_Severity_Water_Medium,0.135,0.595,0.08,0.5925925925925926,0.9959539371304077,1.0,-0.00032500000000000584,0.994090909090909,-0.004674577490111555,0.12307692307692307,-0.005944215820759046,0.3635231870525988
"Air_Severity_Air_High, Water_Severity_Water_Medium",Soil_Severity_Soil_Low,0.24,0.67,0.16,0.6666666666666667,0.9950248756218906,1.0,-0.0007999999999999952,0.9900000000000001,-0.006535947712418261,0.21333333333333335,-0.01010101010101,0.45273631840796025
"Air_Severity_Air_High, Energy_Consumption_Level_Medium_Consumption",Soil_Severity_Soil_Low,0.15,0.67,0.1,0.6666666666666667,0.9950248756218906,1.0,-0.0005000000000000004,0.9900000000000001,-0.005847953216374274,0.13888888888888887,-0.01010101010101,0.40796019900497515
"Water_Severity_Water_Low, Energy_Consumption_Level_Low_Consumption",Soil_Severity_Soil_Low,0.15,0.67,0.1,0.6666666666666667,0.9950248756218906,1.0,-0.0005000000000000004,0.9900000000000001,-0.005847953216374274,0.13888888888888887,-0.01010101010101,0.40796019900497515
"Air_Severity_Air_High, Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",Soil_Severity_Soil_Low,0.24,0.67,0.16,0.6666666666666667,0.9950248756218906,1.0,-0.0007999999999999952,0.9900000000000001,-0.006535947712418261,0.21333333333333335,-0.01010101010101,0.45273631840796025
"Air_Severity_Air_High, Overall_Severity_Overall_Medium, Energy_Consumption_Level_Medium_Consumption",Soil_Severity_Soil_Low,0.15,0.67,0.1,0.6666666666666667,0.9950248756218906,1.0,-0.0005000000000000004,0.9900000000000001,-0.005847953216374274,0.13888888888888887,-0.01010101010101,0.40796019900497515
Energy_Recovery_Level_Low_Recovery,"Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",0.335,0.48,0.16,0.47761194029850745,0.9950248756218906,1.0,-0.0007999999999999952,0.9954285714285716,-0.007462686567164135,0.2442748091603054,-0.004592422502870248,0.4054726368159204
Energy_Consumption_Level_Medium_Consumption,Soil_Severity_Soil_Low,0.33,0.67,0.22,0.6666666666666666,0.9950248756218905,1.0,-0.0011000000000000176,0.9899999999999998,-0.007407407407407525,0.28205128205128205,-0.010101010101010336,0.49751243781094523
"Energy_Recovery_Level_Medium_Recovery, Water_Severity_Water_Medium",Soil_Severity_Soil_Low,0.225,0.67,0.15,0.6666666666666666,0.9950248756218905,1.0,-0.0007500000000000284,0.9899999999999998,-0.006410256410256653,0.20134228187919462,-0.010101010101010336,0.445273631840796
"Energy_Consumption_Level_Medium_Consumption, Energy_Recovery_Level_High_Recovery",Soil_Severity_Soil_Low,0.09,0.67,0.06,0.6666666666666666,0.9950248756218905,1.0,-0.00030000000000000165,0.9899999999999998,-0.005464480874316969,0.08571428571428572,-0.010101010101010336,0.3781094527363184
"Air_Severity_Air_High, Energy_Recovery_Level_Medium_Recovery, Water_Severity_Water_Medium",Soil_Severity_Soil_Low,0.09,0.67,0.06,0.6666666666666666,0.9950248756218905,1.0,-0.00030000000000000165,0.9899999999999998,-0.005464480874316969,0.08571428571428572,-0.010101010101010336,0.3781094527363184
"Air_Severity_Air_Medium, Energy_Recovery_Level_Low_Recovery, Water_Severity_Water_Medium",Soil_Severity_Soil_Low,0.09,0.67,0.06,0.6666666666666666,0.9950248756218905,1.0,-0.00030000000000000165,0.9899999999999998,-0.005464480874316969,0.08571428571428572,-0.010101010101010336,0.3781094527363184
"Air_Severity_Air_High, Overall_Severity_Overall_Medium, Water_Severity_Water_Medium, Energy_Recovery_Level_Medium_Recovery",Soil_Severity_Soil_Low,0.09,0.67,0.06,0.6666666666666666,0.9950248756218905,1.0,-0.00030000000000000165,0.9899999999999998,-0.005464480874316969,0.08571428571428572,-0.010101010101010336,0.3781094527363184
Energy_Recovery_Level_Low_Recovery,"Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",0.335,0.54,0.18,0.5373134328358209,0.9950248756218905,1.0,-0.0009000000000000397,0.9941935483870967,-0.007462686567164506,0.2589928057553956,-0.005840363400389442,0.4353233830845771
"Energy_Recovery_Level_Low_Recovery, Energy_Consumption_Level_Low_Consumption, Soil_Severity_Soil_Low",Overall_Severity_Overall_Medium,0.07,0.79,0.055,0.7857142857142857,0.9945750452079566,1.0,-0.0003000000000000086,0.9799999999999998,-0.00583090379008763,0.06832298136645962,-0.02040816326530637,0.42766726943942135
Water_Severity_Water_Medium,Soil_Severity_Soil_Low,0.595,0.67,0.395,0.6638655462184875,0.9908440988335634,1.0,-0.0036499999999999866,0.9817500000000001,-0.022307104660045755,0.45402298850574707,-0.0185892538833714,0.6267088925122288
Soil_Severity_Soil_Low,Water_Severity_Water_Medium,0.67,0.595,0.395,0.5895522388059702,0.9908440988335634,1.0,-0.0036499999999999866,0.9867272727272729,-0.027238805970149157,0.45402298850574707,-0.013451262207480956,0.6267088925122288
"Air_Severity_Air_High, Energy_Recovery_Level_High_Recovery, Soil_Severity_Soil_Low",Water_Severity_Water_Medium,0.085,0.595,0.05,0.5882352941176471,0.9886307464162136,1.0,-0.0005749999999999991,0.9835714285714287,-0.012412304371289783,0.07936507936507939,-0.016702977487291097,0.33613445378151263
"Air_Severity_Air_High, Energy_Recovery_Level_Low_Recovery, Soil_Severity_Soil_Low",Water_Severity_Water_Medium,0.085,0.595,0.05,0.5882352941176471,0.9886307464162136,1.0,-0.0005749999999999991,0.9835714285714287,-0.012412304371289783,0.07936507936507939,-0.016702977487291097,0.33613445378151263
"Air_Severity_Air_High, Overall_Severity_Overall_Medium, Energy_Recovery_Level_High_Recovery, Soil_Severity_Soil_Low",Water_Severity_Water_Medium,0.085,0.595,0.05,0.5882352941176471,0.9886307464162136,1.0,-0.0005749999999999991,0.9835714285714287,-0.012412304371289783,0.07936507936507939,-0.016702977487291097,0.33613445378151263
"Air_Severity_Air_High, Energy_Consumption_Level_Medium_Consumption",Water_Severity_Water_Low,0.15,0.405,0.06,0.4,0.9876543209876543,1.0,-0.0007500000000000007,0.9916666666666667,-0.014492753623188418,0.1212121212121212,-0.008403361344537823,0.2740740740740741
"Air_Severity_Air_High, Overall_Severity_Overall_Medium, Energy_Consumption_Level_Low_Consumption",Water_Severity_Water_Low,0.15,0.405,0.06,0.4,0.9876543209876543,1.0,-0.0007500000000000007,0.9916666666666667,-0.014492753623188418,0.1212121212121212,-0.008403361344537823,0.2740740740740741
"Air_Severity_Air_High, Overall_Severity_Overall_Medium, Energy_Consumption_Level_Medium_Consumption",Water_Severity_Water_Low,0.15,0.405,0.06,0.4,0.9876543209876543,1.0,-0.0007500000000000007,0.9916666666666667,-0.014492753623188418,0.1212121212121212,-0.008403361344537823,0.2740740740740741
"Water_Severity_Water_Medium, Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",Air_Severity_Air_Medium,0.345,0.455,0.155,0.44927536231884063,0.9874183787227266,1.0,-0.0019750000000000045,0.9896052631578947,-0.019082125603864776,0.24031007751937983,-0.010503922350751163,0.3949673514890907
Air_Severity_Air_Low,Water_Severity_Water_Medium,0.145,0.595,0.085,0.5862068965517242,0.9852216748768474,1.0,-0.0012749999999999845,0.9787500000000002,-0.017241379310344616,0.1297709923664122,-0.021711366538952528,0.36453201970443355
"Energy_Recovery_Level_High_Recovery, Energy_Consumption_Level_Low_Consumption",Water_Severity_Water_Medium,0.145,0.595,0.085,0.5862068965517242,0.9852216748768474,1.0,-0.0012749999999999845,0.9787500000000002,-0.017241379310344616,0.1297709923664122,-0.021711366538952528,0.36453201970443355
"Energy_Recovery_Level_Medium_Recovery, Energy_Consumption_Level_Low_Consumption",Overall_Severity_Overall_Medium,0.09,0.79,0.07,0.7777777777777779,0.9845288326300986,1.0,-0.0010999999999999899,0.9450000000000004,-0.01697530864197515,0.08641975308641976,-0.058201058201057795,0.4331926863572434
Energy_Recovery_Level_High_Recovery,Air_Severity_Air_Medium,0.335,0.455,0.15,0.4477611940298507,0.9840905363293422,1.0,-0.0024250000000000105,0.9868918918918916,-0.023733790066063225,0.234375,-0.013282212789264789,0.38871576185009016
"Overall_Severity_Overall_Medium, Energy_Recovery_Level_High_Recovery",Water_Severity_Water_Medium,0.265,0.595,0.155,0.5849056603773585,0.9830347233232916,1.0,-0.0026750000000000107,0.9756818181818182,-0.022941680960548976,0.2198581560283688,-0.024924295364546916,0.4227049310290154
Energy_Recovery_Level_Low_Recovery,Overall_Severity_Overall_Medium,0.335,0.79,0.26,0.7761194029850746,0.9824296240317401,1.0,-0.004650000000000043,0.938,-0.02618980568853868,0.30057803468208094,-0.06609808102345424,0.5526166635178538
Energy_Consumption_Level_Low_Consumption,Soil_Severity_Soil_Low,0.335,0.67,0.22,0.6567164179104478,0.9801737580752952,1.0,-0.004450000000000037,0.9613043478260869,-0.02951907131011633,0.28025477707006363,-0.04025327905924931,0.4925373134328358
Energy_Recovery_Level_Medium_Recovery,"Overall_Severity_Overall_Medium, Soil_Severity_Soil_Low",0.33,0.48,0.155,0.46969696969696967,0.9785353535353535,1.0,-0.003400000000000014,0.9805714285714286,-0.03170163170163184,0.23664122137404578,-0.019813519813519833,0.3963068181818182
"Air_Severity_Air_Medium, Energy_Consumption_Level_Medium_Consumption",Soil_Severity_Soil_Low,0.13,0.67,0.085,0.6538461538461539,0.975889781859931,1.0,-0.0021000000000000046,0.9533333333333333,-0.027613412228796902,0.11888111888111888,-0.04895104895104905,0.39035591274397247
"Air_Severity_Air_High, Energy_Consumption_Level_Low_Consumption",Water_Severity_Water_Medium,0.155,0.595,0.09,0.5806451612903225,0.9758742206560043,1.0,-0.0022250000000000048,0.9657692307692307,-0.0284254231874801,0.13636363636363635,-0.035444046196734476,0.3659528327460016
"Air_Severity_Air_Medium, Energy_Recovery_Level_Low_Recovery",Water_Severity_Water_Medium,0.155,0.595,0.09,0.5806451612903225,0.9758742206560043,1.0,-0.0022250000000000048,0.9657692307692307,-0.0284254231874801,0.13636363636363635,-0.035444046196734476,0.3659528327460016
"Air_Severity_Air_High, Energy_Consumption_Level_Low_Consumption, Soil_Severity_Soil_Low","Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",0.095,0.54,0.05,0.5263157894736842,0.9746588693957113,1.0,-0.0013000000000000025,0.9711111111111109,-0.027926960257787375,0.08547008547008549,-0.029748283752860556,0.30945419103313837
"Air_Severity_Air_Medium, Energy_Recovery_Level_Medium_Recovery, Energy_Consumption_Level_High_Consumption",Overall_Severity_Overall_Medium,0.065,0.79,0.05,0.7692307692307693,0.9737098344693281,1.0,-0.001350000000000004,0.91,-0.028066528066528148,0.06211180124223603,-0.09890109890109888,0.4162609542356378
"Water_Severity_Water_Medium, Soil_Severity_Soil_Low",Air_Severity_Air_Medium,0.395,0.455,0.175,0.4430379746835443,0.973709834469328,1.0,-0.004725000000000035,0.978522727272727,-0.042721518987342076,0.25925925925925924,-0.021948670305423374,0.4138266796494644
"Overall_Severity_Overall_Medium, Energy_Recovery_Level_High_Recovery, Energy_Consumption_Level_Low_Consumption",Soil_Severity_Soil_Low,0.115,0.67,0.075,0.6521739130434782,0.9733939000648927,1.0,-0.00205000000000001,0.9487499999999996,-0.029959810010961048,0.10563380281690139,-0.05401844532279358,0.3820571057754704
"Air_Severity_Air_Medium, Energy_Consumption_Level_Low_Consumption, Soil_Severity_Soil_Low",Water_Severity_Water_Medium,0.095,0.595,0.055,0.5789473684210527,0.9730207872622734,1.0,-0.0015249999999999986,0.9618750000000001,-0.02972709551656918,0.08661417322834647,-0.039636127355425474,0.3356921716054843
Energy_Recovery_Level_Medium_Recovery,Soil_Severity_Soil_Low,0.33,0.67,0.215,0.6515151515151515,0.9724106739032111,1.0,-0.006100000000000022,0.9469565217391303,-0.04062604062604076,0.27388535031847133,-0.05601469237832894,0.4862053369516056
"Air_Severity_Air_Medium, Energy_Recovery_Level_High_Recovery",Overall_Severity_Overall_Medium,0.15,0.79,0.115,0.7666666666666667,0.9704641350210971,1.0,-0.0034999999999999892,0.9,-0.034567901234567794,0.13939393939393938,-0.11111111111111105,0.45611814345991564
"Energy_Consumption_Level_High_Consumption, Energy_Recovery_Level_High_Recovery",Soil_Severity_Soil_Low,0.1,0.67,0.065,0.65,0.9701492537313433,1.0,-0.0020000000000000018,0.9428571428571428,-0.03305785123966945,0.09219858156028368,-0.06060606060606067,0.3735074626865672
"Energy_Recovery_Level_Medium_Recovery, Energy_Consumption_Level_Medium_Consumption, Overall_Severity_Overall_Medium",Soil_Severity_Soil_Low,0.1,0.67,0.065,0.65,0.9701492537313433,1.0,-0.0020000000000000018,0.9428571428571428,-0.03305785123966945,0.09219858156028368,-0.06060606060606067,0.3735074626865672
"Energy_Recovery_Level_High_Recovery, Water_Severity_Water_Low",Air_Severity_Air_Medium,0.17,0.455,0.075,0.4411764705882352,0.96961861667744,1.0,-0.002350000000000005,0.9752631578947367,-0.036377708978328246,0.13636363636363635,-0.025364274150027143,0.30300581771170004
"Energy_Consumption_Level_Low_Consumption, Water_Severity_Water_Medium",Soil_Severity_Soil_Low,0.185,0.67,0.12,0.6486486486486487,0.9681323114158935,1.0,-0.003950000000000009,0.9392307692307692,-0.03882063882063891,0.16326530612244897,-0.06470106470106472,0.4138765631302945
"Air_Severity_Air_Medium, Water_Severity_Water_Medium",Soil_Severity_Soil_Low,0.27,0.67,0.175,0.648148148148148,0.9673852957435045,1.0,-0.005900000000000044,0.9378947368421048,-0.044145155256266694,0.22875816993464046,-0.06621773288440004,0.45467108899944714
Energy_Consumption_Level_Low_Consumption,"Overall_Severity_Overall_Medium, Water_Severity_Water_Medium",0.335,0.54,0.175,0.5223880597014925,0.9673852957435045,1.0,-0.005900000000000044,0.9631249999999998,-0.04825189122878792,0.25,-0.038286826735885966,0.4232310668877832
"Energy_Recovery_Level_High_Recovery, Water_Severity_Water_Low",Soil_Severity_Soil_Low,0.17,0.67,0.11,0.6470588235294117,0.9657594381035994,1.0,-0.0039000000000000146,0.9349999999999997,-0.040966386554621995,0.1506849315068493,-0.06951871657754047,0.40561896400351183
"Energy_Recovery_Level_Low_Recovery, Energy_Consumption_Level_Medium_Consumption, Water_Severity_Water_Medium",Soil_Severity_Soil_Low,0.085,0.67,0.055,0.6470588235294117,0.9657594381035994,1.0,-0.0019500000000000073,0.9349999999999997,-0.03730272596843629,0.07857142857142858,-0.06951871657754047,0.36457418788410884
"Energy_Recovery_Level_Low_Recovery, Energy_Consumption_Level_Low_Consumption, Overall_Severity_Overall_Medium",Soil_Severity_Soil_Low,0.085,0.67,0.055,0.6470588235294117,0.9657594381035994,1.0,-0.0019500000000000073,0.9349999999999997,-0.03730272596843629,0.07857142857142858,-0.06951871657754047,0.36457418788410884
Soil_Severity_Soil_Medium,Air_Severity_Air_Medium,0.33,0.455,0.145,0.43939393939393934,0.9657009657009655,1.0,-0.005150000000000016,0.9721621621621619,-0.05034213098729242,0.22656249999999997,-0.028634973589102167,0.379037629037629
"Energy_Recovery_Level_Low_Recovery, Water_Severity_Water_Medium",Air_Severity_Air_Medium,0.205,0.455,0.09,0.43902439024390244,0.9648887697668185,1.0,-0.003275,0.9715217391304346,-0.043768793852322095,0.15789473684210523,-0.029313045424032253,0.31841329402305013
"Energy_Recovery_Level_Low_Recovery, Energy_Consumption_Level_Medium_Consumption",Overall_Severity_Overall_Medium,0.125,0.79,0.095,0.76,0.9620253164556962,1.0,-0.0037500000000000033,0.8749999999999999,-0.04316546762589932,0.11585365853658536,-0.14285714285714302,0.440126582278481
"Energy_Recovery_Level_Medium_Recovery, Energy_Consumption_Level_High_Consumption",Overall_Severity_Overall_Medium,0.125,0.79,0.095,0.76,0.9620253164556962,1.0,-0.0037500000000000033,0.8749999999999999,-0.04316546762589932,0.11585365853658536,-0.14285714285714302,0.440126582278481
"Soil_Severity_Soil_Low, Air_Severity_Air_Low",Water_Severity_Water_Medium,0.105,0.595,0.06,0.5714285714285714,0.9603841536614646,1.0,-0.002474999999999998,0.945,-0.044058744993324406,0.09375000000000001,-0.05820105820105821,0.3361344537815126
"Air_Severity_Air_Medium, Energy_Consumption_Level_Low_Consumption",Water_Severity_Water_Medium,0.14,0.595,0.08,0.5714285714285714,0.9603841536614646,1.0,-0.0032999999999999974,0.945,-0.04576976421636612,0.12213740458015267,-0.05820105820105821,0.3529411764705882
Air_Severity_Air_Medium,Overall_Severity_Overall_Medium,0.455,0.79,0.345,0.7582417582417582,0.9597996939769091,1.0,-0.014450000000000074,0.8686363636363634,-0.07136683541177959,0.38333333333333325,-0.15122972265829443,0.5974753095006259
Overall_Severity_Overall_Medium,Air_Severity_Air_Medium,0.79,0.455,0.345,0.4367088607594936,0.959799693976909,1.0,-0.014450000000000074,0.9675280898876402,-0.1662830840046038,0.38333333333333325,-0.033561723377075976,0.5974753095006259
"Overall_Severity_Overall_Medium, Water_Severity_Water_Low, Soil_Severity_Soil_Medium",Air_Severity_Air_Medium,0.115,0.455,0.05,0.43478260869565216,0.9555661729574773,1.0,-0.0023250000000000007,0.964230769230769,-0.049919484702093404,0.09615384615384616,-0.037096130833665794,0.272336359292881
